Year,USNRank,OrgRank,Ranking_Agency_USN,InstituteName,Master_col,State,PublicPrivate,OverAllScores,OverallScore,PeerAssessmentScore,GraduationRetentionRank,AverageFirstYearRetentionRate,PredictedGraduationRate,ActualGraduationRate,OverUnderperformance,PellGradrate,SocialMobilityRank,FacultyResourcesRank,PercentofClassesUnder20,PercentofClassesof50orMoreStudents,StudentFacultyRatio,Student_Faculty_Ratio,SelectivityRank,SATACT25thPercentile,SATACT75thPercentile,FirstYearStudentsTop10HSclass,AcceptanceRate,FinancialResourcesRank,AverageAlumniGivingRate
2021,133,133,USNews,Drexel University ,Drexel University,PA,private,56,56,3.1,131,89%,69%,69%,,62%,291,70,52%,10%,11,11 to 1,98,1190,1390,35%,75%,59,6%
2021,12,12,USNews,Duke University ,Duke University,NC,private,92,92,4.5,4,98%,95%,95%,,90%,291,4,70%,7%,6,6 to 1,5,33,35,95%,8%,15,32%
2021,143,143,USNews,Duquesne University ,Duquesne University,PA,private,55,55,2.8,98,86%,69%,80%,11,72%,259,207,40%,9%,14,14 to 1,154,1130,1300,25%,74%,199,6%
2021,284,284,USNews,D'Youville College ,D'Youville University,NY,private,41,41,1.7,262,80%,60%,63%,3,53%,90,221,63%,1%,10,10 to 1,284,1080,1200,,88%,232,12%
2021,217,217,USNews,East Carolina University ,East Carolina University,NC,public,47,47,2.5,187,82%,57%,66%,9,62%,33,329,32%,17%,18,18 to 1,293,1030,1190,13%,79%,286,2%
2021,298,298-389,USNews,East Tennessee State University,East Tennessee State University,,public,,,2.2,,73%,51%,50%,,39%,174,,58%,6%,,,,20,27,32%,86%,,
2021,298,298-389,USNews,Eastern Michigan University,Eastern Michigan University,,public,,,2.4,,72%,51%,46%,,39%,119,,42%,3%,,,,970,1190,13%,74%,,2%
2021,227,227,USNews,Edgewood College ,Edgewood College,WI,private,46,46,1.8,201,78%,58%,64%,6,55%,52,79,82%,0.30%,10,10 to 1,230,20,25,16%,72%,232,6%
2021,88,88,USNews,Elon University ,Elon University,NC,private,62,62,3,64,90%,79%,85%,6,88%,371,79,52%,0%,12,12 to 1,120,1160,1320,25%,78%,156,25%
2021,21,21,USNews,Emory University ,Emory University,GA,private,83,83,4.1,28,94%,89%,90%,1,91%,135,20,62%,13%,9,9 to 1,23,1360,1530,84%,16%,16,20%
2021,298,298-389,USNews,Ferris State University ,Ferris State University,MI,public,,,2.1,,77%,49%,53%,,43%,303,,53%,3%,,,,930,1170,,87%,,2%
2021,241,241,USNews,Florida A&M University,Florida A&M University,,public,45,45,2.5,286,82%,44%,53%,9,52%,20,320,38%,11%,15,15 to 1,314,1030,1160,12%,36%,245,3%
2021,272,272,USNews,Florida Atlantic University,Florida Atlantic University,,public,42,42,2.5,280,80%,52%,50%,-2,52%,33,371,25%,17%,21,21 to 1,221,1080,1240,16%,63%,305,3%
2021,206,206,USNews,Florida Institute of Technology,Florida Institute of Technology,,private,48,48,2.5,216,81%,66%,59%,-7,51%,334,123,47%,5%,14,14 to 1,126,1150,1360,26%,66%,199,7%
2021,187,187,USNews,Florida International University,Florida International University,,public,50,50,2.6,209,89%,53%,61%,8,64%,19,355,30%,18%,25,25 to 1,167,1110,1280,35%,58%,305,4%
2021,58,58,USNews,Florida State University,Florida State University,,public,68,68,3.3,64,93%,70%,83%,13,81%,80,48,60%,11%,21,21 to 1,85,1200,1340,47%,36%,222,18%
2021,66,66,USNews,Fordham University ,Fordham University,NY,private,66,66,3.3,73,91%,77%,83%,6,80%,203,56,52%,1%,13,13 to 1,69,1240,1450,46%,46%,108,17%
2021,124,124,USNews,Gallaudet University ,Gallaudet University,DC,private,57,57,3,308,73%,54%,51%,-3,49%,24,26,97%,0%,6,6 to 1,369,14,19,,61%,19,10%
2021,227,227,USNews,Gannon University ,Gannon University,PA,private,46,46,2,172,82%,59%,68%,9,56%,209,207,50%,0.30%,14,14 to 1,249,1030,1240,31%,76%,265,6%
2021,284,284,USNews,Gardner-Webb University ,Gardner-Webb University,NC,private,41,41,2.1,292,74%,54%,59%,5,49%,161,104,73%,0%,12,12 to 1,317,970,1180,13%,67%,265,2%
2021,227,227,USNews,George Fox University ,George Fox University,OR,private,46,46,2.1,161,83%,64%,68%,4,63%,113,285,53%,4%,15,15 to 1,211,1030,1270,32%,82%,245,5%
2021,143,143,USNews,George Mason University ,George Mason University,VA,public,55,55,3.2,136,87%,64%,71%,7,67%,144,329,31%,14%,17,17 to 1,167,1110,1320,15%,87%,245,2%
2021,66,66,USNews,George Washington University ,George Washington University,DC,private,66,66,3.6,64,92%,83%,82%,-1,76%,340,70,52%,10%,13,13 to 1,54,1280,1470,53%,41%,59,7%
2021,23,23,USNews,Georgetown University ,Georgetown University,DC,private,81,81,4.2,10,96%,96%,95%,-1,90%,284,31,60%,6%,11,11 to 1,19,1380,1550,85%,14%,33,29%
2021,35,35,USNews,Georgia Institute of Technology,Georgia Institute of Technology,,public,75,75,4.3,35,97%,89%,90%,1,84%,259,84,44%,22%,19,19 to 1,19,1370,1530,90%,21%,59,17%
2021,298,298-389,USNews,Georgia Southern University,Georgia Southern University,,public,,,2.5,,79%,58%,50%,,46%,119,,33%,9%,,,,1050,1200,17%,54%,,
2021,206,206,USNews,Georgia State University,Georgia State University,,public,48,48,3,255,82%,52%,55%,3,55%,9,310,23%,16%,26,26 to 1,335,990,1190,,57%,265,3%
2021,80,80,USNews,Gonzaga University ,Gonzaga University,WA,private,63,63,3.1,47,94%,77%,85%,8,85%,259,166,38%,1%,11,11 to 1,85,1200,1360,40%,62%,142,12%
2021,298,298-389,USNews,Grand Canyon University ,Grand Canyon University,AZ,proprietary,,,1.8,,65%,47%,40%,,,39,,,,,,,,,,73%,,
2021,217,217,USNews,Hampton University ,Hampton University,VA,private,47,47,2.4,247,77%,59%,57%,-2,50%,52,155,71%,9%,12,12 to 1,339,20,25,12%,36%,142,17%
2021,249,249,USNews,Harding University ,Harding University,AR,private,44,44,2,161,84%,69%,69%,,56%,291,269,55%,7%,14,14 to 1,161,21,29,28%,61%,277,9%
2021,2,2,USNews,Harvard University ,Harvard University,MA,private,98,98,4.9,2,97%,94%,97%,3,95%,224,5,74%,11%,6,6 to 1,5,1460,1570,93%,5%,7,30%
2021,160,160,USNews,Hofstra University ,Hofstra University,NY,private,53,53,2.9,187,82%,67%,65%,-2,58%,278,104,47%,2%,13,13 to 1,120,1160,1340,32%,68%,119,12%
2021,80,80,USNews,Howard University ,Howard University,DC,private,63,63,3.3,181,88%,58%,65%,7,60%,11,123,52%,6%,10,10 to 1,154,1130,1280,28%,36%,48,11%
2021,298,298-389,USNews,Husson University ,Husson University,ME,private,,,1.8,,75%,51%,58%,,50%,54,,48%,0%,,,,960,1140,12%,85%,,3%
2021,298,298-389,USNews,Idaho State University,Idaho State University,,public,,,2.5,,66%,53%,30%,,,303,,,,,,,,,,,,
2021,124,124,USNews,Illinois Institute of Technology,Illinois Institute of Technology,,private,57,57,2.9,120,91%,69%,70%,1,66%,90,237,44%,11%,12,12 to 1,79,1190,1400,47%,60%,135,6%
2021,206,206,USNews,Illinois State University,Illinois State University,,public,48,48,2.5,153,80%,59%,70%,11,59%,224,280,37%,10%,19,19 to 1,273,1020,1220,,82%,319,6%
2021,241,241,USNews,Immaculata University ,Immaculata University,PA,private,45,45,1.9,181,80%,51%,67%,16,55%,291,166,80%,0%,9,9 to 1,355,980,1198,7%,81%,265,7%
2021,298,298-389,USNews,Indiana State University,Indiana State University,,public,,,2.5,,65%,41%,41%,,32%,224,,35%,7%,,,,910,1140,13%,90%,,6%
2021,284,284,USNews,Indiana Univ. of Pennsylvania,Indiana University of Pennsylvania,,public,41,41,2.2,274,72%,47%,56%,9,43%,174,166,38%,9%,15,15 to 1,371,910,1120,9%,93%,305,5%
2021,76,76,USNews,Indiana University--Bloomington,Indiana University--Bloomington,,public,64,64,3.7,93,91%,71%,79%,8,69%,334,116,39%,16%,16,16 to 1,110,1150,1360,35%,78%,167,12%
2021,196,196,USNews,Indiana University-Purdue University--Indianapolis,Indiana University-Purdue University--Indianapolis,,public,49,49,3,308,74%,51%,51%,,41%,161,139,47%,8%,15,15 to 1,298,1000,1200,14%,81%,76,7%
2021,118,118,USNews,Iowa State University,Iowa State University,,public,58,58,3.3,115,88%,69%,74%,5,65%,291,257,32%,20%,18,18 to 1,147,22,28,28%,92%,173,11%
2021,298,298-389,USNews,Jackson State University ,Jackson State University,MS,public,,,2.1,,62%,42%,38%,,,54,,,,,,,17,22,,69%,,
2021,9,9,USNews,Johns Hopkins University ,Johns Hopkins University,MD,private,93,93,4.7,18,98%,93%,94%,1,92%,251,15,77%,9%,6,6 to 1,3,1470,1570,98%,10%,3,35%
2021,170,170,USNews,Kansas State University,Kansas State University,,public,52,52,3,181,85%,66%,65%,-1,52%,366,248,47%,12%,18,18 to 1,161,22,28,28%,96%,142,18%
2021,284,284,USNews,Keiser University ,Keiser University,FL,private,41,41,1.6,209,81%,35%,60%,25,61%,11,389,45%,30%,14,14 to 1,376,,,,85%,199,1%
2021,298,298-389,USNews,Kennesaw State University ,Kennesaw State University,GA,public,,,2.4,,79%,57%,46%,,41%,80,,25%,16%,,,,1050,1230,15%,75%,,2%
2021,217,217,USNews,Kent State University ,Kent State University,OH,public,47,47,2.6,222,81%,53%,60%,7,52%,174,139,53%,8%,19,19 to 1,237,20,26,17%,86%,359,3%
2021,298,298-389,USNews,Lamar University ,Lamar University,TX,public,,,2,,65%,47%,34%,,24%,334,,39%,9%,,,,960,1140,15%,84%,,1%
2021,49,49,USNews,Lehigh University ,Lehigh University,PA,private,70,70,3.4,35,95%,84%,90%,6,83%,278,38,51%,10%,9,9 to 1,51,1280,1450,58%,32%,52,15%
2021,249,249,USNews,Lesley University ,Lesley University,MA,private,44,44,2.2,222,80%,61%,59%,-2,,303,93,70%,0%,8,8 to 1,317,1000,1210,5%,75%,167,
2021,298,298-389,USNews,Liberty University ,Liberty University,VA,private,,,1.7,,83%,56%,52%,,35%,340,,33%,4%,,,,1040,1260,,51%,,1%
2021,227,227,USNews,Lincoln Memorial University ,Lincoln Memorial University,TN,private,46,46,1.9,255,74%,46%,56%,10,54%,39,84,60%,3%,16,16 to 1,323,19,25,22%,49%,256,4%
2021,298,298-389,USNews,Lindenwood University ,Lindenwood University ,MO,private,,,1.9,,70%,55%,50%,,43%,237,,69%,0.40%,,,,20,25,,88%,,3%
2021,206,206,USNews,Lipscomb University ,Lipscomb University,TN,private,48,48,2.2,194,82%,70%,68%,-2,58%,291,166,60%,5%,13,13 to 1,134,23,29,27%,63%,184,12%
2021,272,272,USNews,Long Island University ,Long Island University,NY,private,42,42,2.2,320,78%,52%,46%,-6,41%,66,104,66%,2%,12,12 to 1,190,1080,1290,19%,80%,184,3%
2021,153,153,USNews,Louisiana State University--Baton Rouge,Louisiana State University,,public,54,54,3,172,83%,66%,68%,2,57%,328,221,41%,17%,20,20 to 1,134,23,29,24%,75%,142,13%
2021,298,298-389,USNews,Louisiana Tech University,Louisiana Tech University,,public,,,2.5,,80%,59%,60%,,50%,318,,37%,11%,,,,22,28,25%,64%,,9%
2021,66,66,USNews,Loyola Marymount University ,Loyola Marymount University,CA,private,66,66,3.1,81,90%,74%,80%,6,77%,209,38,55%,1%,10,10 to 1,79,1230,1410,47%,44%,100,17%
2021,112,112,USNews,Loyola University Chicago,Loyola University Chicago,,private,59,59,3.3,115,84%,70%,74%,4,67%,154,155,35%,6%,14,14 to 1,116,25,30,35%,67%,142,5%
2021,196,196,USNews,Loyola University New Orleans,Loyola University New Orleans,,private,49,49,2.8,222,81%,63%,62%,-1,53%,174,123,43%,2%,12,12 to 1,203,22,28,,75%,184,5%
2021,88,88,USNews,Marquette University ,Marquette University,WI,private,62,62,3.2,81,89%,74%,82%,8,77%,284,139,46%,9%,14,14 to 1,110,24,29,33%,83%,119,15%
2021,284,284,USNews,Marshall University ,Marshall University,WV,public,41,41,2.5,308,73%,49%,49%,,40%,161,198,50%,4%,18,18 to 1,303,19,25,,87%,305,4%
2021,298,298-389,USNews,Mary Baldwin University ,Mary Baldwin University,VA,private,,,2,,67%,45%,48%,,46%,29,,65%,0%,,,,950,1130,10%,100%,,7%
2021,196,196,USNews,Maryville Univ. of St. Louis,Maryville University of St. Louis,,private,49,49,2,131,85%,62%,71%,9,64%,144,123,67%,0.30%,14,14 to 1,190,20,25,25%,83%,314,5%
2021,4,4,USNews,Massachusetts Institute of Technology,Massachusetts Institute of Technology,,private,96,96,4.9,10,99%,94%,95%,1,91%,209,11,71%,11%,3,3 to 1,3,1510,1570,95%,7%,2,32%
2021,160,160,USNews,Mercer University ,Mercer University,GA,private,53,53,2.6,161,87%,67%,66%,-1,57%,144,84,55%,5%,13,13 to 1,106,1170,1340,36%,74%,199,10%
2021,298,298-389,USNews,Metropolitan State University ,Miami University,MN,public,,,1.8,,70%,37%,36%,,,20,,,,,,,,,,54%,,
2021,103,103,USNews,Miami University--Oxford ,Miami University--Oxford ,OH,public,60,60,3.2,81,91%,74%,82%,8,75%,373,184,31%,12%,17,17 to 1,85,26,31,32%,80%,256,17%
2021,80,80,USNews,Michigan State University,Michigan State University,,public,63,63,3.6,81,92%,69%,81%,12,71%,265,269,24%,24%,16,16 to 1,147,1100,1320,28%,71%,82,6%
2021,153,153,USNews,Michigan Technological University,Michigan Technological University,,public,54,54,2.8,153,84%,66%,70%,4,59%,237,93,49%,14%,12,12 to 1,106,1170,1370,31%,74%,156,8%
2021,298,298-389,USNews,Middle Tennessee State Univ.,Middle Tennessee State University,,public,,,2.3,,76%,49%,47%,,41%,80,,46%,7%,,,,20,26,,94%,,3%
2021,206,206,USNews,Misericordia University ,Misericordia University,PA,private,48,48,2,143,82%,60%,68%,8,56%,251,139,53%,0%,10,10 to 1,249,1050,1220,18%,86%,232,9%
2021,298,298-389,USNews,Mississippi College,Mississippi College,,private,,,2,,79%,63%,57%,,33%,386,,59%,3%,,,,21,28,33%,38%,,6%
2021,206,206,USNews,Mississippi State University,Mississippi State University,,public,48,48,2.8,222,80%,62%,61%,-1,45%,340,269,40%,15%,17,17 to 1,120,22,30,30%,66%,173,17%
2021,298,298-389,USNews,Missouri State University,Missouri State University,,public,,,2.4,,78%,58%,55%,,45%,90,,26%,13%,,,,21,26,22%,85%,,5%
2021,176,176,USNews,Missouri University of Science and Technology,Missouri University of Science and Technology,,public,51,51,2.8,187,82%,67%,66%,-1,56%,303,221,39%,18%,18,18 to 1,72,26,32,41%,79%,232,11%
2021,249,249,USNews,Montana State University,Montana State University,,public,44,44,2.7,262,77%,63%,56%,-7,49%,303,285,45%,13%,18,18 to 1,182,21,27,21%,82%,199,8%
2021,176,176,USNews,Montclair State University ,Montclair State University,NJ,public,51,51,2.3,172,81%,48%,67%,19,66%,20,221,38%,3%,17,17 to 1,348,990,1180,12%,76%,305,3%
2021,298,298-389,USNews,Morgan State University ,Morgan State University,MD,public,,,2.3,,73%,40%,43%,,38%,90,,48%,2%,,,,920,1070,8%,68%,,16%
2021,298,298-389,USNews,National Louis University ,National Louis University,IL,private,,,1.9,,62%,32%,34%,,,340,,70%,0%,,,,15,18,,98%,,
2021,118,118,USNews,New Jersey Inst. of Technology,New Jersey Institute of Technology,,public,58,58,2.8,172,88%,59%,67%,8,63%,66,84,37%,3%,16,16 to 1,98,1190,1390,31%,73%,95,9%
2021,241,241,USNews,New Mexico State University,New Mexico State University (Main campus),,public,45,45,2.6,320,74%,50%,48%,-2,41%,119,207,46%,10%,16,16 to 1,312,18,23,22%,55%,156,6%
2021,30,30,USNews,New York University,New York University,,private,77,77,4,47,94%,83%,85%,2,80%,135,25,60%,10%,9,9 to 1,28,1350,1530,79%,16%,28,11%
2021,272,272,USNews,North Carolina A&T State Univ.,North Carolina Agricultural and Technical State University,,public,42,42,2.3,298,78%,42%,51%,9,47%,48,329,25%,7%,19,19 to 1,342,960,1130,12%,58%,314,9%
2021,80,80,USNews,North Carolina State U.,North Carolina State University,,public,63,63,3.2,73,94%,76%,83%,7,78%,237,207,35%,16%,14,14 to 1,65,1250,1420,50%,45%,108,11%
2021,284,284,USNews,North Dakota State University,North Dakota State University,,public,41,41,2.5,231,79%,67%,60%,-7,47%,369,350,36%,24%,16,16 to 1,273,21,26,16%,94%,184,5%
2021,49,49,USNews,Northeastern University ,"Northeastern University, US",MA,private,70,70,3.5,35,97%,84%,89%,5,87%,278,36,68%,6%,14,14 to 1,41,1390,1540,75%,18%,72,12%
2021,284,284,USNews,Northern Arizona University,Northern Arizona University,,public,41,41,2.6,262,76%,57%,57%,,48%,224,369,31%,16%,19,19 to 1,261,19,25,21%,85%,314,3%
2021,298,298-389,USNews,Northern Illinois University,Northern Illinois University,,public,,,2.4,,73%,49%,49%,,39%,191,,50%,7%,,,,940,1180,14%,48%,,4%
2021,298,298-389,USNews,Northern Kentucky University,Northern Kentucky University,,public,,,2.2,,71%,50%,48%,,37%,334,,41%,3%,,,,20,26,,90%,,3%
2021,9,9,USNews,Northwestern University ,Northwestern University,IL,private,93,93,4.5,10,98%,94%,94%,,91%,243,5,77%,5%,6,6 to 1,12,1440,1550,92%,9%,7,31%
2021,227,227,USNews,Nova Southeastern University ,Nova Southeastern University,FL,private,46,46,2,274,79%,58%,57%,-1,51%,113,70,74%,1%,17,17 to 1,167,1020,1250,34%,80%,119,3%
2021,298,298-389,USNews,Oakland University ,Oakland University,MI,public,,,2.2,,76%,56%,57%,,47%,224,,38%,12%,,,,1020,1230,22%,83%,,3%
2021,53,53,USNews,Ohio State University--Columbus,Ohio State University (Main campus),,public,69,69,3.8,52,94%,76%,86%,10,79%,265,166,32%,22%,19,19 to 1,54,28,32,60%,54%,76,14%
2021,176,176,USNews,Ohio University,Ohio University (Main campus),,public,51,51,3,187,81%,59%,65%,6,54%,278,303,34%,16%,16,16 to 1,196,21,26,20%,82%,245,4%
2021,241,241,USNews,Oklahoma City University,Oklahoma City University,,private,45,45,2.1,194,82%,70%,65%,-5,57%,135,166,71%,1%,10,10 to 1,203,23,29,31%,76%,184,4%
2021,187,187,USNews,Oklahoma State University,Oklahoma State University,,public,50,50,2.9,194,82%,64%,65%,1,49%,353,248,39%,16%,18,18 to 1,164,21,28,27%,70%,222,9%
2021,258,258,USNews,Old Dominion University ,Old Dominion University,VA,public,43,43,2.6,274,79%,51%,53%,2,47%,129,285,37%,10%,17,17 to 1,326,980,1180,10%,89%,319,4%
2021,153,153,USNews,Oregon State University,Oregon State University,,public,54,54,3.1,172,84%,63%,67%,4,56%,209,320,33%,21%,18,18 to 1,164,1080,1320,27%,84%,119,7%
2021,298,298-389,USNews,Our Lady of the Lake University ,Our Lady of the Lake University,TX,private,,,1.9,,62%,35%,42%,,41%,54,,64%,0%,,,,910,1070,14%,68%,,10%
2021,217,217,USNews,Pace University ,Pace University,NY,private,47,47,2.5,247,79%,57%,57%,,48%,90,155,51%,3%,15,15 to 1,237,1050,1230,18%,79%,199,4%
2021,187,187,USNews,Pacific University ,Pacific University,OR,private,50,50,2.5,194,80%,63%,69%,6,61%,203,104,59%,2%,10,10 to 1,237,1060,1260,,87%,167,7%
2021,298,298-389,USNews,Palm Beach Atlantic University ,Palm Beach Atlantic University,FL,private,,,1.8,,76%,59%,59%,,54%,174,,67%,0.30%,,,,980,1200,,95%,,2%
2021,63,63,USNews,Pennsylvania State U.--Univ. Park,The Pennsylvania State University,,public,67,67,3.7,47,93%,72%,86%,14,77%,359,297,29%,17%,15,15 to 1,98,1160,1370,43%,49%,52,11%
2021,49,49,USNews,Pepperdine University ,Pepperdine University,CA,private,70,70,3.5,52,91%,78%,86%,8,89%,113,38,69%,2%,13,13 to 1,72,1230,1450,46%,32%,56,9%
2021,298,298-389,USNews,Pontifical Catholic University of Puerto Rico--Ponce,Pontifical Catholic University of Puerto Rico--Ponce,,private,,,2.2,,81%,27%,40%,,39%,80,,42%,0%,,,,,,,92%,,
2021,284,284,USNews,Portland State University ,Portland State University,OR,public,41,41,2.6,308,73%,53%,46%,-7,45%,44,310,39%,11%,19,19 to 1,303,1000,1220,15%,,96%,298
2021,1,1,USNews,Princeton University ,Princeton University,NJ,private,100,100,4.9,2,98%,93%,98%,5,98%,203,5,75%,9%,5,5 to 1,12,1460,1570,91%,6%,12,55%
2021,53,53,USNews,Purdue University--West Lafayette ,Purdue University West Lafayette,IN,public,69,69,3.8,81,92%,74%,82%,8,73%,284,93,39%,19%,13,13 to 1,72,1190,1440,49%,60%,95,17%
2021,153,153,USNews,Quinnipiac University ,Quinnipiac University,CT,private,54,54,2.7,104,87%,71%,77%,6,73%,303,198,45%,2%,14,14 to 1,190,1090,1260,20%,72%,184,4%
2021,298,298-389,USNews,Regent University ,Regent University,VA,private,,,1.8,,78%,50%,58%,,52%,113,,59%,1%,,,,990,1220,10%,86%,,1%
2021,217,217,USNews,Regis University ,Regis University,CO,private,47,47,2.2,161,81%,61%,64%,3,66%,76,248,61%,1%,12,12 to 1,211,1030,1240,28%,71%,277,4%
2021,53,53,USNews,Rensselaer Polytechnic Inst. ,Rensselaer Polytechnic Institute,NY,private,69,69,3.6,52,93%,85%,85%,,81%,265,26,54%,10%,12,12 to 1,41,1330,1510,63%,47%,72,10%
2021,16,16,USNews,Rice University ,Rice University,TX,private,87,87,4.2,18,97%,92%,93%,1,89%,224,13,69%,8%,6,6 to 1,5,1470,1570,93%,9%,23,30%
2021,196,196,USNews,Robert Morris University ,Robert Morris University,PA,private,49,49,2.2,194,81%,55%,65%,10,55%,209,56,42%,3%,15,15 to 1,269,1020,1210,16%,84%,232,7%
2021,112,112,USNews,Rochester Inst. of Technology ,Rochester Institute of Technology,NY,private,59,59,3.5,136,89%,66%,69%,3,66%,103,166,48%,5%,13,13 to 1,79,1220,1410,39%,70%,135,5%
2021,298,298-389,USNews,Roosevelt University ,Roosevelt University,IL,private,,,2.1,,69%,47%,41%,,37%,106,,61%,1%,,,,1010,1230,,67%,,4%
2021,187,187,USNews,Rowan University ,Rowan University,NJ,public,50,50,2.4,136,84%,63%,72%,9,63%,191,285,33%,1%,17,17 to 1,255,990,1200,,74%,199,3%
2021,206,206,USNews,Russell Sage College ,Russell Sage College,NY,private,48,48,2.1,216,77%,45%,71%,26,69%,8,257,54%,0%,12,12 to 1,369,900,1100,15%,85%,286,7%
2021,153,153,USNews,Rutgers University – Camden ,Rutgers University - Camden ,NJ,public,54,54,2.7,201,87%,53%,65%,12,64%,26,84,42%,8%,15,15 to 1,323,980,1170,19%,79%,119,4%
2021,63,63,USNews,Rutgers University--New Brunswick ,Rutgers University - New Brunswick,NJ,public,67,67,3.4,73,93%,68%,84%,16,80%,59,207,42%,20%,16,16 to 1,85,1210,1430,38%,61%,64,7%
2021,118,118,USNews,Rutgers University – Newark,Rutgers University - Newark,NJ,public,58,58,2.8,161,85%,54%,69%,15,71%,3,237,27%,16%,16,16 to 1,284,1020,1200,22%,72%,100,5%
2021,217,217,USNews,Sacred Heart University ,Sacred Heart University,CT,private,47,47,2.4,153,83%,66%,73%,7,69%,340,285,39%,2%,13,13 to 1,273,1120,1260,10%,64%,218,10%
2021,103,103,USNews,Saint Louis University,Saint Louis University,,private,60,60,3.1,93,91%,76%,80%,4,67%,340,155,39%,9%,9,9 to 1,85,25,30,38%,58%,87,10%
2021,272,272,USNews,Sam Houston State University ,Sam Houston State University,TX,public,42,42,2.3,280,76%,47%,55%,8,50%,54,310,29%,11%,23,23 to 1,326,990,1140,,83%,363,7%
